user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,Is_Buyer,discount_seen,Customer_Behvaiour_By_Discount,cart_items,Customer_Behaviour_By_Cart_Item
4699,55,Male,Mobile,23.65,5,0,1,1,17.67,38.43,1,Yes,0,Others,7,Interested
4700,25,Female,Mobile,12.53,14,14,1,1,10.22,13.08,1,Yes,0,Others,8,Interested
4701,25,Male,Desktop,12.13,2,2,0,0,12.01,82.32,1,Yes,0,Others,4,Interested
4702,23,Female,Mobile,20.08,19,14,0,1,24.42,96.37,1,Yes,0,Others,5,Interested
4703,31,Male,Desktop,3.71,8,9,0,1,4.38,65.91,1,Yes,0,Others,9,Interested
4704,49,Female,Mobile,22.33,13,1,0,0,33.21,80.86,1,Yes,1,Right_Discount,6,Interested
4705,52,Male,Mobile,2.24,19,0,1,1,3.19,22.81,1,Yes,0,Others,6,Interested
4706,27,Male,Desktop,6.53,0,0,0,1,4.48,6.28,1,Yes,0,Others,2,Interested
4707,20,Female,Mobile,20.26,15,3,1,0,27.55,62.71,1,Yes,1,Right_Discount,1,Interested
4708,29,Male,Mobile,3.85,4,10,1,0,5.17,81.76,1,Yes,0,Others,9,Interested
4709,48,Male,Mobile,29.18,4,0,1,1,31.36,83.43,1,Yes,0,Others,7,Interested
4710,46,Female,Mobile,26.18,18,1,0,0,21.94,53.28,1,Yes,0,Others,8,Interested
4711,22,Male,Mobile,19.16,19,0,0,0,13.58,62.21,1,Yes,1,Right_Discount,7,Interested
0,42,Male,Mobile,24.75,9,12,0,1,17.63,36.83,1,Yes,1,Right_Discount,7,Interested
4713,58,Female,Desktop,26.74,15,11,0,0,22.4,83.07,1,Yes,1,Right_Discount,1,Interested
4714,48,Female,Desktop,8.52,12,11,1,0,8.55,69.76,1,Yes,0,Others,3,Interested
4715,38,Female,Mobile,25.63,4,5,1,0,27.78,18.59,1,Yes,0,Others,5,Interested
4716,37,Female,Tablet,6.65,3,10,0,0,5.49,27.94,1,Yes,0,Others,7,Interested
4717,56,Female,Mobile,12.99,5,3,0,1,11.13,15.19,1,Yes,0,Others,1,Interested
4718,39,Male,Mobile,17.19,17,7,1,0,8.83,50.57,1,Yes,1,Right_Discount,7,Interested
4719,21,Female,Desktop,21.7,5,10,1,0,0,20.22,1,Yes,1,Right_Discount,0,Technical Error
4720,30,Male,Desktop,1.87,4,4,0,1,2.63,15.88,1,Yes,0,Others,5,Interested
4721,59,Female,Desktop,9.42,7,13,1,0,4.84,16.04,1,Yes,1,Right_Discount,7,Interested
4722,37,Male,Mobile,18.65,7,9,0,1,9.94,26.59,1,Yes,0,Others,7,Interested
4723,30,Male,Mobile,11.36,7,4,1,0,8.02,80.9,1,Yes,0,Others,6,Interested
4724,34,Female,Desktop,23.48,17,10,0,0,29.19,93.83,1,Yes,1,Right_Discount,6,Interested
4725,53,Male,Mobile,19.9,15,10,1,0,23.46,99.59,1,Yes,1,Right_Discount,9,Interested
4726,0,Male,Desktop,7.8,7,7,0,0,8.95,4.03,1,Yes,1,Right_Discount,8,Interested
4727,18,Female,Mobile,5.23,15,0,0,1,5.62,56.89,1,Yes,0,Others,1,Interested
4728,32,Female,Desktop,19.24,4,9,1,1,13.5,26.64,1,Yes,0,Others,0,Technical Error
4729,30,Female,Mobile,14.06,2,5,0,0,12.62,98.89,1,Yes,1,Right_Discount,1,Interested
4730,34,Female,Mobile,5.9,13,5,1,1,5.77,98.43,1,Yes,1,Right_Discount,2,Interested
4731,41,Male,Mobile,10.46,12,2,0,1,11.32,93.41,1,Yes,1,Right_Discount,8,Interested
4732,25,Male,Desktop,9.79,10,12,0,0,6.84,1.42,1,Yes,1,Right_Discount,9,Interested
4733,44,Male,Desktop,4.14,19,5,0,1,5.09,15.45,1,Yes,0,Others,6,Interested
4734,0,Male,Mobile,16.86,15,9,0,1,13.64,55.25,1,Yes,0,Others,0,Technical Error
4735,25,Male,Desktop,23.15,17,12,0,1,26.86,18.73,1,Yes,0,Others,4,Interested
4736,25,Male,Mobile,17.69,6,6,0,0,17.94,85.49,1,Yes,1,Right_Discount,5,Interested
4737,43,Female,Mobile,24.96,5,1,1,0,27.26,69.97,1,Yes,1,Right_Discount,1,Interested
4738,30,Male,Mobile,4.7,13,2,0,0,4.29,18.41,1,Yes,0,Others,0,Technical Error
4739,56,Male,Mobile,13.63,14,5,1,0,12.88,81.84,1,Yes,0,Others,0,Technical Error
4740,54,Male,Mobile,18.67,14,9,1,0,25.54,49.83,1,Yes,1,Right_Discount,2,Interested
4741,45,Female,Mobile,20.6,15,8,1,0,20.1,70.97,1,Yes,0,Others,0,Technical Error
4742,42,Female,Desktop,21.18,16,12,1,0,27.4,13.98,1,Yes,1,Right_Discount,8,Interested
4743,33,Female,Desktop,22.14,10,8,1,0,19.82,51.79,1,Yes,0,Others,9,Interested
4744,19,Female,Desktop,19.89,1,7,1,1,23.88,77.63,1,Yes,0,Others,4,Interested
4745,35,Male,Mobile,3.73,11,7,0,1,0,34.56,1,Yes,1,Right_Discount,8,Interested
4746,34,Male,Tablet,21.16,7,8,1,0,29.98,18.68,1,Yes,1,Right_Discount,4,Interested
4747,47,Male,Desktop,22.02,17,10,0,0,32.31,63.95,1,Yes,0,Others,0,Technical Error
4748,56,Female,Mobile,29.81,4,14,0,0,41.77,64.41,1,Yes,1,Right_Discount,6,Interested
4749,30,Male,Desktop,21.11,7,10,0,1,17.87,20.43,1,Yes,1,Right_Discount,6,Interested
4750,49,Male,Mobile,20.92,3,8,0,0,16.24,6.94,1,Yes,1,Right_Discount,3,Interested
4751,46,Male,Mobile,15.93,14,9,0,1,10.87,16.65,1,Yes,1,Right_Discount,2,Interested
4752,47,Female,Mobile,26.17,18,10,1,0,35.93,27.55,1,Yes,0,Others,0,Technical Error
4753,35,Female,Mobile,29.91,18,12,0,0,18.5,3.63,1,Yes,0,Others,6,Interested
4754,30,Female,Desktop,23.59,1,8,0,1,26.95,92.27,1,Yes,0,Others,4,Interested
4755,38,Male,Mobile,18.76,6,4,1,1,15.6,23.05,1,Yes,0,Others,9,Interested
4756,47,Unknown,Mobile,3.29,9,14,0,1,2.26,73.89,1,Yes,0,Others,0,Technical Error
4757,38,Male,Tablet,22.08,2,5,0,1,15.11,41.47,1,Yes,0,Others,0,Technical Error
0,34,Male,Tablet,21.55,8,14,1,0,29.54,50.2,1,Yes,1,Right_Discount,2,Interested
4759,57,Female,Desktop,23.49,4,0,1,1,31.94,53.69,1,Yes,0,Others,2,Interested
4760,36,Male,Mobile,4.61,10,12,0,0,3.56,77.28,1,Yes,1,Right_Discount,1,Interested
4761,0,Female,Mobile,19.96,1,0,0,0,10.65,78.79,1,Yes,1,Right_Discount,7,Interested
4762,26,Male,Desktop,9.58,11,3,0,1,13.12,14.13,1,Yes,1,Right_Discount,7,Interested
4763,27,Female,Mobile,23.05,9,14,0,0,12.85,30.33,1,Yes,0,Others,5,Interested
4764,48,Male,Unknown,7.97,19,13,1,0,4.66,57.3,1,Yes,0,Others,4,Interested
4765,40,Male,Mobile,20.84,11,10,1,0,27.55,33.04,1,Yes,1,Right_Discount,0,Technical Error
4766,47,Female,Mobile,9.55,4,12,0,1,12.58,13.28,1,Yes,0,Others,0,Technical Error
4767,50,Female,Mobile,1.26,5,0,0,1,0.89,40.84,1,Yes,0,Others,1,Interested
4768,26,Male,Mobile,19.37,17,11,0,1,10.43,21.84,1,Yes,1,Right_Discount,6,Interested
4769,18,Male,Mobile,4.28,18,0,0,0,0,14.35,1,Yes,1,Right_Discount,0,Technical Error
4770,52,Male,Mobile,20.12,5,2,0,0,19.18,30.4,1,Yes,0,Others,7,Interested
4771,28,Female,Mobile,27.84,18,6,0,1,25.56,29.97,1,Yes,0,Others,2,Interested
4772,51,Male,Mobile,29.11,17,14,1,1,19.86,9.72,1,Yes,0,Others,3,Interested
4773,33,Female,Desktop,7.84,0,0,0,1,11.05,58.41,1,Yes,0,Others,6,Interested
4774,26,Male,Desktop,24.47,11,6,1,1,25.75,31.43,1,Yes,1,Right_Discount,9,Interested
4775,49,Male,Mobile,11.25,17,9,0,0,14.71,17.33,1,Yes,0,Others,6,Interested
4776,32,Male,Mobile,27.11,8,13,1,0,16.37,81.86,1,Yes,1,Right_Discount,1,Interested
4777,29,Male,Mobile,23.84,8,9,0,0,35.13,0.26,1,Yes,1,Right_Discount,4,Interested
4778,50,Female,Mobile,3.14,2,14,1,0,4.11,45.43,1,Yes,1,Right_Discount,7,Interested
4779,31,Female,Mobile,12.81,7,12,1,1,10.09,43.49,1,Yes,1,Right_Discount,8,Interested
4780,25,Male,Unknown,10.78,6,0,0,1,5.61,67.11,1,Yes,0,Others,4,Interested
4781,0,Unknown,Desktop,23.77,18,8,0,0,15.8,38.94,1,Yes,1,Right_Discount,1,Interested
0,44,Male,Desktop,12.9,7,4,0,1,11.85,51.27,1,Yes,0,Others,3,Interested
4783,29,Female,Mobile,20.85,18,12,0,0,10.49,90.85,1,Yes,0,Others,4,Interested
4784,18,Male,Mobile,18.47,12,14,0,1,9.99,16.83,1,Yes,1,Right_Discount,5,Interested
4785,57,Unknown,Desktop,29.29,7,5,1,1,17.53,10.55,1,Yes,1,Right_Discount,5,Interested
4786,59,Female,Mobile,28.2,7,14,0,0,36.93,74.68,1,Yes,0,Others,0,Technical Error
4787,28,Female,Desktop,13.4,1,11,1,0,14.03,74.29,1,Yes,1,Right_Discount,5,Interested
4788,56,Female,Mobile,21.98,10,8,1,0,15.19,91.96,1,Yes,1,Right_Discount,9,Interested
4789,48,Male,Desktop,25.05,10,0,0,0,19.15,98.32,1,Yes,0,Others,0,Technical Error
4790,34,Male,Tablet,27.07,12,2,0,0,30.92,38.44,1,Yes,1,Right_Discount,4,Interested
4791,50,Female,Tablet,2.98,3,2,0,1,2.44,37.74,1,Yes,1,Right_Discount,6,Interested
4792,49,Male,Mobile,9.76,3,4,0,1,11.54,90.47,1,Yes,1,Right_Discount,7,Interested
4793,46,Male,Mobile,10.29,13,12,1,1,13.15,86.07,1,Yes,0,Others,4,Interested
4794,38,Male,Mobile,13.6,13,12,1,0,10.97,37.54,1,Yes,1,Right_Discount,1,Interested
4795,38,Female,Tablet,5.91,6,6,1,0,5.12,7.63,1,Yes,0,Others,2,Interested
4796,57,Male,Mobile,15.39,3,2,1,0,8.47,58.12,1,Yes,0,Others,6,Interested
4797,40,Male,Mobile,20.23,15,3,0,1,26.7,26.87,1,Yes,1,Right_Discount,9,Interested
4798,23,Male,Mobile,15.42,9,13,1,1,17.06,90.86,1,Yes,0,Others,3,Interested
4799,39,Male,Mobile,20.31,6,1,0,1,28.2,80.61,1,Yes,1,Right_Discount,0,Technical Error
4800,55,Male,Mobile,2.93,6,8,1,1,2.02,90.1,1,Yes,1,Right_Discount,2,Interested
4801,54,Male,Mobile,26.4,8,9,1,0,38.56,8.09,1,Yes,0,Others,9,Interested
4802,25,Male,Mobile,28.23,11,8,1,0,34.07,86.46,1,Yes,0,Others,1,Interested
4803,58,Male,Mobile,18.92,19,12,1,1,13.18,59.31,1,Yes,1,Right_Discount,8,Interested
4804,52,Male,Tablet,26.56,16,10,0,0,25.58,21.54,1,Yes,0,Others,0,Technical Error
4805,28,Male,Desktop,4.81,9,1,0,0,5.77,30.13,1,Yes,0,Others,8,Interested
4806,41,Female,Desktop,24.13,11,4,1,1,12.47,45.66,1,Yes,0,Others,9,Interested
4807,38,Male,Mobile,4.46,16,0,0,1,5.71,62.76,1,Yes,1,Right_Discount,4,Interested
4808,19,Female,Desktop,12.83,6,7,1,1,18.57,23.27,1,Yes,1,Right_Discount,5,Interested
0,57,Male,Mobile,10.39,17,5,1,1,6.04,20.7,1,Yes,1,Right_Discount,5,Interested
4810,36,Female,Mobile,17.98,16,13,1,0,25.14,89.22,1,Yes,1,Right_Discount,5,Interested
0,56,Unknown,Mobile,9.74,18,9,0,0,9.39,84.52,0,No,1,Low_Discount,8,Not Interested
4812,45,Male,Mobile,19.48,1,9,1,0,19.78,76.68,1,Yes,0,Others,8,Interested
4813,34,Female,Mobile,11.65,18,1,0,1,15.61,0,1,Yes,0,Others,9,Interested
4814,23,Female,Tablet,25.96,8,1,0,0,28.29,76.6,1,Yes,1,Right_Discount,6,Interested
4815,36,Female,Mobile,19.38,10,9,0,0,16.5,92.41,1,Yes,1,Right_Discount,2,Interested
4816,55,Male,Mobile,7.24,2,4,1,0,8.92,84.37,1,Yes,0,Others,6,Interested
4817,45,Female,Mobile,10.75,9,6,1,0,6.86,38.86,1,Yes,1,Right_Discount,4,Interested
4818,19,Female,Mobile,25.58,4,8,0,0,29.83,47.13,1,Yes,1,Right_Discount,8,Interested
4819,55,Male,Mobile,12.21,11,8,1,0,15.56,60.46,1,Yes,0,Others,7,Interested
4820,54,Female,Mobile,16.54,10,11,1,0,13.81,47.56,1,Yes,1,Right_Discount,9,Interested
4821,21,Female,Desktop,19.82,14,14,1,0,29.14,29.69,1,Yes,1,Right_Discount,5,Interested
4822,39,Female,Mobile,11.09,7,14,1,1,12.65,86.12,1,Yes,1,Right_Discount,4,Interested
4823,43,Male,Mobile,9.53,19,10,1,0,5.68,80.34,1,Yes,1,Right_Discount,9,Interested
4824,53,Female,Desktop,14.78,6,5,0,1,21.67,38.99,1,Yes,0,Others,1,Interested
4825,30,Male,Desktop,7.23,16,1,0,1,8.99,11.47,1,Yes,1,Right_Discount,2,Interested
4826,49,Female,Desktop,9.24,19,5,0,0,11.05,0.49,1,Yes,1,Right_Discount,2,Interested
4827,34,Female,Desktop,2.8,19,0,1,0,2.11,9.24,1,Yes,0,Others,3,Interested
4828,58,Female,Mobile,9.82,0,10,0,0,9.56,15.47,1,Yes,0,Others,2,Interested
4829,53,Female,Mobile,10.3,12,10,1,1,14.43,65.78,1,Yes,1,Right_Discount,6,Interested
4830,36,Male,Desktop,28.89,15,12,1,0,23.35,21.96,1,Yes,1,Right_Discount,5,Interested
4831,52,Female,Desktop,18.1,8,1,0,0,16.71,63.48,1,Yes,0,Others,7,Interested
4832,57,Male,Mobile,23.83,0,11,1,1,18.03,32.83,1,Yes,0,Others,1,Interested
4833,45,Female,Mobile,2.32,8,2,0,0,1.66,89.51,0,No,0,Others,1,Not Interested
4834,18,Male,Desktop,4.09,16,4,0,0,2.22,46.91,1,Yes,0,Others,0,Technical Error
4835,59,Female,Mobile,24.62,16,9,1,1,30.45,67.29,1,Yes,0,Others,4,Interested
4836,35,Unknown,Mobile,19.08,2,0,0,1,11.27,46.09,1,Yes,0,Others,6,Interested
4837,0,Male,Mobile,6.54,17,11,0,0,6.74,91.25,1,Yes,0,Others,8,Interested
4838,0,Male,Desktop,12.74,5,9,1,0,7,68.74,1,Yes,0,Others,4,Interested
4839,29,Male,Tablet,16.62,5,12,0,0,24.66,64.22,1,Yes,1,Right_Discount,0,Technical Error
4840,25,Male,Mobile,25.46,12,13,0,0,30.79,59.23,1,Yes,1,Right_Discount,2,Interested
4841,41,Female,Mobile,2.75,7,12,1,1,3.11,98.86,1,Yes,1,Right_Discount,7,Interested
4842,33,Male,Mobile,18.3,5,12,0,1,12.56,68.48,1,Yes,1,Right_Discount,2,Interested
4843,21,Male,Mobile,21.79,4,4,1,0,22.4,75.41,1,Yes,1,Right_Discount,6,Interested
4844,55,Male,Mobile,29.36,17,4,1,0,29.46,8.17,1,Yes,1,Right_Discount,9,Interested
4845,44,Female,Mobile,24.41,6,3,0,0,20.96,81.42,1,Yes,0,Others,2,Interested
4846,0,Female,Mobile,9.01,14,2,1,1,5.91,0,1,Yes,1,Right_Discount,1,Interested
0,33,Female,Desktop,21.58,9,6,1,0,18.71,33.67,1,Yes,0,Others,9,Interested
4848,29,Female,Desktop,23.14,4,10,0,1,25.66,58.17,1,Yes,1,Right_Discount,5,Interested
4849,0,Male,Mobile,22.16,0,6,1,0,21.88,62.56,1,Yes,1,Right_Discount,1,Interested
4850,41,Female,Mobile,24.78,16,0,1,1,26.52,26.02,1,Yes,1,Right_Discount,9,Interested
4851,31,Male,Tablet,0,16,6,0,0,29.17,43.71,1,Yes,1,Right_Discount,4,Interested
4852,42,Female,Mobile,3.85,16,2,0,1,2.87,72.13,1,Yes,1,Right_Discount,4,Interested
4853,51,Male,Desktop,4.04,6,12,1,0,2.47,22.58,1,Yes,1,Right_Discount,4,Interested
4854,20,Male,Mobile,24.1,15,2,1,1,24.62,83.61,1,Yes,1,Right_Discount,0,Technical Error
4855,41,Male,Desktop,8.32,3,14,0,1,11.58,7.75,1,Yes,1,Right_Discount,2,Interested
4856,59,Male,Desktop,2.7,9,5,1,0,4.04,58.12,1,Yes,0,Others,9,Interested
4857,26,Male,Desktop,12.64,1,14,0,0,16.25,37.97,1,Yes,1,Right_Discount,4,Interested
4858,43,Female,Desktop,24.78,11,5,1,1,17.87,5.33,1,Yes,1,Right_Discount,7,Interested
4859,37,Unknown,Tablet,4.67,6,10,1,1,5.28,77.45,1,Yes,1,Right_Discount,3,Interested
4860,57,Male,Mobile,20.48,5,12,1,0,15.13,54.65,1,Yes,0,Others,4,Interested
4861,27,Male,Mobile,1.1,18,0,1,1,1.18,71.53,1,Yes,0,Others,0,Technical Error
4862,36,Male,Mobile,4.18,12,3,1,1,4.1,38.01,1,Yes,0,Others,0,Technical Error
4863,20,Female,Desktop,11.17,7,4,1,0,9.85,85.96,1,Yes,0,Others,7,Interested
4864,41,Female,Desktop,3.42,2,2,0,1,3.9,8.37,1,Yes,0,Others,1,Interested
4865,22,Male,Mobile,25.53,7,2,1,0,34.66,23.34,1,Yes,0,Others,9,Interested
4866,20,Male,Mobile,26.06,9,8,1,0,21.82,79.46,1,Yes,1,Right_Discount,9,Interested
4867,0,Male,Desktop,22.91,8,4,1,0,22.6,95.47,1,Yes,1,Right_Discount,6,Interested
4868,0,Male,Mobile,8.03,9,0,0,1,7.68,84.64,1,Yes,1,Right_Discount,6,Interested
4869,32,Female,Mobile,16.17,10,8,1,1,12.11,23.09,1,Yes,1,Right_Discount,8,Interested
4870,52,Female,Desktop,6.34,12,9,0,1,5.84,34.85,1,Yes,0,Others,0,Technical Error
4871,29,Male,Mobile,9.16,2,5,1,1,4.78,76.55,1,Yes,0,Others,1,Interested
4872,58,Male,Mobile,15.96,10,8,0,0,16.24,94.63,1,Yes,1,Right_Discount,0,Technical Error
4873,43,Male,Mobile,22.32,3,13,1,0,27.25,28.92,1,Yes,1,Right_Discount,0,Technical Error
4874,51,Male,Mobile,3.74,1,10,1,1,3.24,38.63,1,Yes,0,Others,3,Interested
4875,40,Male,Mobile,9.6,17,6,1,0,11.97,2.29,1,Yes,0,Others,7,Interested
4876,48,Female,Mobile,27.87,1,10,1,1,34.86,50.44,1,Yes,0,Others,9,Interested
4877,37,Female,Mobile,13.44,5,9,1,1,19.95,8.82,1,Yes,1,Right_Discount,7,Interested
4878,29,Male,Mobile,28.23,14,9,1,0,29.53,8.56,1,Yes,0,Others,8,Interested
4879,40,Female,Mobile,29.75,6,6,0,1,26.9,76.13,1,Yes,0,Others,1,Interested
4880,21,Female,Mobile,16.27,9,4,1,0,18.54,34.39,1,Yes,1,Right_Discount,6,Interested
4881,40,Female,Tablet,9.35,14,6,1,0,10.53,93.56,1,Yes,1,Right_Discount,3,Interested
4882,18,Male,Mobile,23.93,4,9,0,1,35.59,71.61,1,Yes,1,Right_Discount,2,Interested
4883,42,Female,Desktop,5.62,1,3,0,0,6.79,29.48,1,Yes,1,Right_Discount,3,Interested
4884,19,Female,Desktop,8.31,6,10,1,0,6.7,68.19,1,Yes,0,Others,3,Interested
4885,47,Male,Mobile,23.76,7,10,0,1,16.34,86.56,1,Yes,0,Others,2,Interested
4886,20,Female,Desktop,13.58,6,5,0,0,17.56,43.6,1,Yes,1,Right_Discount,8,Interested
4887,38,Male,Mobile,6.84,1,1,0,1,4.65,56.18,1,Yes,0,Others,7,Interested
4888,42,Female,Desktop,19.88,8,13,0,0,22.41,21.75,1,Yes,0,Others,9,Interested
4889,37,Male,Mobile,22.25,12,9,0,0,14.07,40.22,1,Yes,1,Right_Discount,1,Interested
4890,39,Male,Desktop,4.63,11,2,0,1,5.64,57.9,1,Yes,1,Right_Discount,2,Interested
4891,38,Unknown,Mobile,9.03,2,1,0,1,11.58,61.55,1,Yes,0,Others,9,Interested
4892,50,Female,Desktop,7.42,2,12,1,0,11.06,72,1,Yes,1,Right_Discount,6,Interested
4893,55,Male,Mobile,12.02,2,9,1,1,17.48,95.74,1,Yes,1,Right_Discount,4,Interested
4894,32,Male,Desktop,23.14,8,1,1,0,28.09,83.85,1,Yes,0,Others,0,Technical Error
0,32,Female,Mobile,21.7,7,6,0,0,16.87,85.16,1,Yes,1,Right_Discount,0,Technical Error
4896,42,Female,Desktop,20.21,16,4,1,1,10.99,55.75,1,Yes,0,Others,7,Interested
4897,38,Female,Mobile,1.18,9,12,1,0,1.25,14.42,1,Yes,1,Right_Discount,5,Interested
4898,41,Female,Mobile,5.12,16,12,1,0,6.48,63.55,1,Yes,0,Others,3,Interested
4899,0,Male,Desktop,7.48,2,5,1,1,3.82,40.63,1,Yes,1,Right_Discount,2,Interested
4900,23,Male,Tablet,8.89,3,2,0,1,9.11,3.18,1,Yes,1,Right_Discount,8,Interested
4901,40,Male,Mobile,5.25,2,14,0,1,7.26,19.49,1,Yes,0,Others,8,Interested
4902,21,Female,Tablet,12.9,19,9,0,1,14.67,0,1,Yes,0,Others,3,Interested
4903,44,Female,Desktop,3.18,17,4,0,0,3.76,63.1,1,Yes,1,Right_Discount,7,Interested
4904,35,Male,Desktop,22.75,12,4,0,0,22.17,97.84,1,Yes,0,Others,3,Interested
4905,38,Male,Mobile,23.84,11,10,0,0,34.4,92.34,1,Yes,0,Others,7,Interested
4906,45,Male,Mobile,17.65,19,3,1,0,15.44,59.43,0,No,1,Low_Discount,6,Not Interested
4907,52,Male,Desktop,3.6,6,9,1,0,3.16,15.49,1,Yes,1,Right_Discount,5,Interested
4908,39,Unknown,Mobile,26.81,10,3,0,0,27.29,33.63,1,Yes,0,Others,6,Interested
4909,57,Male,Mobile,29,14,11,1,1,31.49,23.3,1,Yes,1,Right_Discount,5,Interested
4910,40,Female,Mobile,6.87,1,12,1,1,7.13,47.05,1,Yes,1,Right_Discount,5,Interested
4911,20,Male,Mobile,21.43,15,7,0,0,28.26,80.06,1,Yes,1,Right_Discount,6,Interested
4912,57,Male,Desktop,25.42,6,5,1,0,33.92,82.18,1,Yes,0,Others,3,Interested
0,27,Unknown,Desktop,16.66,13,10,0,0,10.52,17.81,1,Yes,0,Others,4,Interested
4914,42,Male,Mobile,10.38,14,1,1,1,11.38,54.91,1,Yes,1,Right_Discount,8,Interested
4915,25,Male,Mobile,14.88,13,1,0,0,0,67.67,1,Yes,0,Others,1,Interested
4916,28,Male,Mobile,15.86,16,1,0,1,17.44,39.66,1,Yes,1,Right_Discount,8,Interested
4917,22,Male,Mobile,12.62,1,5,0,0,14.99,90.54,1,Yes,0,Others,4,Interested
4918,54,Female,Mobile,27.97,14,11,1,1,0,35.9,1,Yes,1,Right_Discount,9,Interested
4919,55,Male,Desktop,22.57,13,0,1,0,30.84,49.01,1,Yes,0,Others,0,Technical Error
4920,0,Female,Desktop,8,10,2,1,1,4.14,58.68,1,Yes,0,Others,6,Interested
4921,22,Female,Mobile,17.98,10,0,1,1,13.29,42.74,1,Yes,0,Others,4,Interested
4922,26,Female,Desktop,20.97,4,3,0,1,28.58,96.36,1,Yes,1,Right_Discount,2,Interested
4923,19,Male,Mobile,5.06,0,12,0,0,5.91,76.05,1,Yes,0,Others,2,Interested
4924,18,Male,Desktop,11.39,12,0,0,0,12.89,82.91,1,Yes,1,Right_Discount,0,Technical Error
4925,57,Male,Mobile,27.26,6,8,1,1,37.07,75.26,1,Yes,1,Right_Discount,6,Interested
4926,47,Male,Desktop,17.45,15,10,1,0,22.8,58.81,1,Yes,0,Others,1,Interested
4927,28,Male,Mobile,7.29,5,11,0,1,9.12,2.82,1,Yes,1,Right_Discount,7,Interested
4928,45,Male,Mobile,4.56,10,10,1,1,2.5,76.47,1,Yes,0,Others,3,Interested
4929,29,Male,Mobile,16.03,9,12,0,1,20.54,61.27,1,Yes,0,Others,3,Interested
4930,56,Male,Mobile,16.88,10,5,1,1,11.83,8.07,1,Yes,1,Right_Discount,4,Interested
4931,43,Male,Mobile,10.7,12,13,1,0,5.63,11.86,1,Yes,1,Right_Discount,0,Technical Error
4932,30,Male,Mobile,19.28,4,7,1,0,19.12,48.12,1,Yes,1,Right_Discount,6,Interested
4933,25,Female,Mobile,2.99,4,13,1,1,4.31,85.28,1,Yes,1,Right_Discount,2,Interested
4934,45,Male,Desktop,5.21,13,1,0,1,7.22,55.37,1,Yes,1,Right_Discount,3,Interested
4935,47,Male,Mobile,16.84,14,13,0,1,24.96,91.96,1,Yes,0,Others,8,Interested
4936,26,Male,Desktop,2.79,12,14,0,0,2.08,81.57,1,Yes,1,Right_Discount,0,Technical Error
4937,56,Female,Mobile,26.55,13,5,0,1,31.74,63.08,1,Yes,1,Right_Discount,7,Interested
4938,48,Male,Tablet,5.12,13,3,0,0,2.85,31.34,1,Yes,1,Right_Discount,7,Interested
4939,38,Male,Tablet,20.54,2,6,1,1,26.77,85.27,1,Yes,1,Right_Discount,6,Interested
4940,51,Female,Mobile,12.34,19,7,1,0,12.63,0,1,Yes,0,Others,5,Interested
4941,48,Male,Desktop,12.59,9,13,1,1,18.84,55.28,1,Yes,1,Right_Discount,6,Interested
4942,42,Female,Mobile,23.18,10,5,0,1,17.15,50.06,1,Yes,1,Right_Discount,9,Interested
4943,29,Female,Tablet,15.48,17,12,0,0,19.89,21.28,1,Yes,1,Right_Discount,3,Interested
4944,18,Female,Mobile,22.04,10,12,1,0,14.79,1.57,1,Yes,1,Right_Discount,3,Interested
4945,39,Female,Mobile,15.65,13,0,0,1,12.32,71.65,1,Yes,0,Others,4,Interested
4946,57,Male,Mobile,18.19,1,14,1,1,14.47,91.96,1,Yes,1,Right_Discount,3,Interested
4947,54,Female,Mobile,23.06,2,7,1,1,24.86,18.37,1,Yes,0,Others,3,Interested
4948,18,Female,Mobile,18.61,17,10,1,1,16.1,93.47,1,Yes,1,Right_Discount,8,Interested
4949,18,Male,Desktop,18.85,13,0,0,1,17.69,7.19,1,Yes,0,Others,5,Interested
4950,59,Male,Mobile,23.89,17,8,0,0,24.41,55.25,1,Yes,0,Others,2,Interested
4951,59,Male,Mobile,28.52,13,1,0,1,15.86,11.56,1,Yes,0,Others,2,Interested
4952,38,Female,Mobile,11.92,17,10,0,0,13.89,88.91,1,Yes,1,Right_Discount,9,Interested
4953,0,Male,Unknown,17.74,19,9,1,0,20.39,10.32,1,Yes,1,Right_Discount,7,Interested
4954,34,Female,Mobile,3.5,14,5,1,0,5.13,25.11,1,Yes,0,Others,2,Interested
4955,39,Female,Desktop,0,10,7,1,0,7.23,80.59,1,Yes,0,Others,3,Interested
4956,55,Male,Mobile,12.95,2,4,0,1,6.88,68.85,0,No,0,Others,5,Not Interested
4957,52,Male,Mobile,25.22,14,13,0,1,15.97,38.81,1,Yes,0,Others,8,Interested
4958,33,Male,Mobile,15.89,17,1,0,1,14.66,83.68,1,Yes,0,Others,5,Interested
4959,25,Male,Mobile,22.2,5,4,1,0,15.85,63.57,1,Yes,1,Right_Discount,2,Interested
4960,34,Male,Desktop,1.55,18,0,0,1,1.11,25.98,1,Yes,1,Right_Discount,5,Interested
4961,34,Male,Mobile,14.47,3,7,0,0,19.82,74.03,1,Yes,0,Others,0,Technical Error
4962,43,Female,Mobile,27.14,16,7,0,1,22.36,33.31,1,Yes,1,Right_Discount,4,Interested
4963,30,Female,Mobile,7.51,19,13,1,1,6.89,81.57,1,Yes,1,Right_Discount,4,Interested
